revision_count,average_score,days_since_learning,days_since_last_revision,topic_complexity,retention_score
18,7.77,115,95,7,0.0
10,6.65,225,73,9,0.0
1,5.99,132,173,7,0.0
19,8.83,138,174,9,0.0
16,1.31,242,5,3,100.0
9,5.55,255,21,8,57.650000000000006
10,9.16,16,83,2,0.0
0,1.95,87,33,6,0.0
13,6.33,336,121,5,0.0
9,4.68,112,14,5,73.53999999999999
4,2.1,359,167,4,0.0
20,8.39,121,53,6,60.170000000000016
7,6.18,125,152,6,0.0
9,2.33,260,84,10,0.0
4,2.56,196,132,7,0.0
2,8.16,182,29,6,17.480000000000004
0,7.75,326,30,10,0.0
16,4.48,291,7,9,100.0
18,2.65,341,22,4,97.94999999999999
10,1.24,92,27,2,46.72
15,4.78,353,104,4,0.0
15,8.55,75,142,6,0.0
16,5.31,223,86,10,0.0
2,7.05,287,105,2,0.0
4,9.86,81,168,8,0.0
10,6.87,12,127,4,0.0
0,2.18,47,147,9,0.0
3,4.14,188,134,10,0.0
20,5.9,129,93,2,0.0
8,6.17,322,55,10,0.0
18,5.85,86,6,6,100.0
13,8.63,352,95,6,0.0
1,8.64,243,114,1,0.0
5,3.83,138,141,8,0.0
16,8.46,221,33,9,75.88
15,8.95,93,118,4,0.0
2,9.94,246,96,2,0.0
11,4.54,47,141,10,0.0
18,2.47,335,80,9,0.0
1,6.59,219,89,7,0.0
10,6.78,300,135,4,0.0
7,9.67,190,60,9,0.0
7,2.76,328,138,7,0.0
18,4.97,161,24,2,100.0
14,6.53,118,138,5,0.0
8,6.17,290,132,7,0.0
2,1.73,24,69,4,0.0
17,1.78,100,151,1,0.0
18,9.18,251,179,4,0.0
8,6.92,57,156,3,0.0
14,4.31,348,33,1,65.43
0,8.23,32,65,10,0.0
11,2.7,45,72,6,0.0
9,2.9,350,51,10,0.0
17,5.48,101,63,3,20.939999999999998
8,4.05,345,55,7,0.0
7,3.39,11,10,6,66.17
13,6.95,81,47,10,26.849999999999994
16,6.03,229,45,3,53.59
14,6.46,295,100,4,0.0
6,3.22,159,87,10,0.0
8,9.05,104,32,5,45.650000000000006
6,3.3,25,162,7,0.0
16,6.16,50,171,8,0.0
12,2.04,204,69,6,0.0
9,5.34,36,90,6,0.0
17,9.66,103,66,4,25.97999999999999
12,8.04,20,2,9,100.0
6,4.81,256,81,3,0.0
5,5.55,188,69,9,0.0
18,6.26,284,43,7,62.28
12,9.95,266,109,9,0.0
7,7.34,230,55,1,0.0
19,3.84,276,35,4,80.52000000000001
4,3.79,343,10,5,53.870000000000005
20,5.02,333,10,7,100.0
3,9.52,113,96,3,0.0
8,9.59,290,133,10,0.0
20,9.58,88,39,7,90.24000000000001
6,2.28,108,2,6,73.84
17,7.9,357,88,10,0.0
4,9.56,272,29,5,33.18000000000001
8,6.7,294,27,8,44.099999999999994
18,4.89,169,134,7,0.0
10,6.3,88,133,7,0.0
7,9.95,13,141,8,0.0
4,6.89,20,102,4,0.0
3,1.48,157,122,6,0.0
7,2.69,10,179,4,0.0
17,2.28,330,143,6,0.0
12,6.42,4,123,2,0.0
19,9.07,333,131,1,0.0
1,3.83,271,78,1,0.0
1,5.8,39,62,8,0.0
20,8.73,113,156,9,0.0
4,3.99,251,121,6,0.0
0,4.82,100,62,8,0.0
18,4.72,313,52,4,44.16
3,5.34,196,106,3,0.0
13,5.87,90,91,4,0.0
9,1.68,350,126,4,0.0
20,6.19,13,47,6,65.57
13,4.28,296,140,1,0.0
1,2.5,304,53,6,0.0
2,5.42,326,170,4,0.0
2,5.37,150,65,1,0.0
14,4.72,92,50,8,22.159999999999997
19,9.14,95,54,5,56.920000000000016
10,9.64,298,110,10,0.0
17,3.15,319,49,10,31.44999999999999
19,1.59,242,112,3,0.0
3,6.53,310,30,5,17.090000000000003
5,2.95,77,10,9,50.349999999999994
16,1.76,161,113,1,0.0
12,7.43,356,1,2,100.0
5,2.72,363,28,9,13.659999999999997
2,9.59,160,174,7,0.0
8,3.43,356,80,9,0.0
10,6.61,266,23,4,67.83
10,6.07,271,163,3,0.0
4,3.08,165,43,7,0.0
3,1.62,38,36,7,0.0
11,6.83,304,112,1,0.0
6,7.08,204,163,8,0.0
2,7.66,234,101,1,0.0
11,9.36,277,162,5,0.0
9,8.16,173,38,4,37.480000000000004
20,5.99,350,32,3,99.47
16,5.41,247,133,6,0.0
20,2.3,57,132,5,0.0
4,9.7,180,164,3,0.0
18,6.67,202,6,5,100.0
9,9.52,316,45,4,27.560000000000002
15,5.4,225,56,1,27.69999999999999
5,5.4,248,60,2,0.0
16,3.46,243,126,4,0.0
15,1.42,42,10,3,100.0
8,9.77,319,166,8,0.0
13,9.76,365,28,1,86.78
3,3.29,8,56,9,0.0
4,2.73,225,72,6,0.0
1,2.9,258,27,9,0.0
9,9.21,211,45,4,26.629999999999995
20,2.1,224,104,6,0.0
3,1.87,183,143,5,0.0
7,1.93,128,168,3,0.0
14,8.01,26,53,10,23.03
5,4.72,209,23,5,35.66
4,5.65,169,60,4,0.0
15,9.09,62,79,1,0.0
7,5.67,323,58,8,0.0
19,7.34,29,136,2,0.0
9,7.29,167,70,9,0.0
19,2.15,103,43,1,63.94999999999999
20,4.25,31,79,6,0.0
2,2.23,308,6,2,51.69
0,5.93,336,0,5,60.28999999999999
13,9.36,160,6,9,100.0
2,8.88,2,102,5,0.0
9,4.31,59,16,3,71.43
19,5.45,232,71,5,11.849999999999994
10,7.9,354,32,6,50.7
5,5.85,364,99,1,0.0
15,6.87,35,110,3,0.0
14,1.23,167,168,6,0.0
16,3.87,184,103,10,0.0
16,5.53,159,50,6,37.59
1,3.5,165,56,9,0.0
6,6.79,20,9,9,68.87
12,1.89,351,128,5,0.0
11,5.01,277,132,5,0.0
19,9.9,235,90,5,0.0
4,5.7,133,166,6,0.0
1,3.47,22,37,5,0.0
18,5.3,89,85,5,0.0
12,5.55,159,82,10,0.0
3,5.09,297,22,2,33.269999999999996
4,8.1,203,113,8,0.0
16,9.46,286,56,4,40.379999999999995
2,2.58,338,48,5,0.0
5,6.17,276,59,5,0.0
11,7.1,39,34,5,50.8
5,2.19,263,68,4,0.0
20,7.42,12,84,10,0.0
17,9.48,344,148,8,0.0
5,8.49,158,128,6,0.0
4,6.81,166,31,6,19.430000000000007
2,2.43,197,151,3,0.0
5,7.61,26,164,9,0.0
18,6.13,1,164,2,0.0
10,2.72,341,130,4,0.0
8,1.04,78,108,8,0.0
8,1.3,9,27,4,33.900000000000006
10,5.77,246,3,7,100.0
19,4.74,2,113,6,0.0
8,1.24,36,94,6,0.0
1,1.91,355,92,1,0.0
11,4.63,211,102,10,0.0
13,9.09,129,24,9,80.77000000000001
0,6.08,247,19,8,18.24000000000001
4,2.62,51,0,3,73.36
16,8.6,338,82,8,0.0
9,4.03,329,26,2,52.09
20,9.58,108,111,2,0.0
11,4.36,254,96,7,0.0
7,9.12,223,96,3,0.0
5,4.66,312,14,4,54.980000000000004
19,8.99,119,20,7,100.0
6,3.46,89,5,5,72.88
16,4.91,206,146,6,0.0
3,6.83,262,48,2,0.0
17,2.73,274,149,4,0.0
7,5.28,158,100,3,0.0
14,2.6,129,52,9,10.299999999999997
11,8.3,326,90,2,0.0
11,6.19,129,171,9,0.0
15,9.01,39,106,6,0.0
15,1.26,207,55,2,15.780000000000001
8,2.1,309,117,2,0.0
19,4.48,71,102,2,0.0
12,2.27,208,146,8,0.0
14,9.19,66,106,9,0.0
5,2.82,197,89,9,0.0
20,8.6,136,9,7,100.0
13,4.97,271,52,8,13.909999999999997
5,7.04,99,66,10,0.0
16,4.69,92,25,8,82.07
0,7.24,238,70,1,0.0
13,1.35,7,77,8,0.0
15,5.55,237,51,1,38.150000000000006
9,6.23,357,166,6,0.0
2,5.24,343,144,2,0.0
12,1.23,194,16,8,69.69
14,8.16,364,91,7,0.0
4,1.72,69,91,2,0.0
1,5.68,185,62,6,0.0
17,5.74,245,57,10,23.22
6,4.42,270,143,6,0.0
12,6.25,74,179,10,0.0
19,3.74,251,4,9,100.0
12,4.15,345,78,6,0.0
9,7.3,168,36,9,31.400000000000006
2,9.59,68,102,3,0.0
1,2.66,178,77,4,0.0
9,7.54,344,25,5,60.120000000000005
20,9.31,171,74,5,22.430000000000007
14,3.88,46,119,5,0.0
2,2.08,123,92,8,0.0
10,3.72,94,168,9,0.0
9,7.26,81,80,3,0.0
0,9.79,145,40,8,0.0
0,1.57,76,144,2,0.0
7,5.2,181,152,7,0.0
0,6.7,37,106,2,0.0
10,9.72,144,162,8,0.0
5,9.01,225,163,4,0.0
8,5.35,94,32,8,30.049999999999997
20,4.17,186,27,10,93.50999999999999
14,7.17,278,161,10,0.0
5,1.27,136,22,1,33.31
18,4.99,123,109,9,0.0
19,5.05,3,33,2,91.15
1,8.1,148,6,4,61.3
7,8.78,360,102,8,0.0
16,7.85,342,140,7,0.0
17,5.48,15,98,8,0.0
2,1.48,212,149,5,0.0
11,5.26,244,171,5,0.0
5,9.66,247,110,9,0.0
5,4.43,78,124,6,0.0
20,7.87,178,117,4,0.0
15,1.91,126,97,2,0.0
13,1.67,246,54,1,10.510000000000005
13,2.96,267,68,2,0.0
14,2.1,221,180,10,0.0
1,8.23,53,51,3,0.0
4,9.04,284,18,6,52.120000000000005
3,4.78,322,121,1,0.0
14,7.31,198,114,9,0.0
18,8.44,185,174,1,0.0
20,4.38,357,125,5,0.0
13,3.13,117,15,8,82.39
10,2.61,32,133,5,0.0
12,5.92,246,111,10,0.0
15,1.89,11,122,6,0.0
0,7.5,265,28,6,7.5
20,2.19,217,73,8,0.0
7,5.0,217,5,1,88.5
0,7.59,148,102,4,0.0
18,4.08,111,102,7,0.0
7,5.69,120,59,1,0.0
19,2.74,164,74,8,0.0
12,1.15,220,32,6,40.45
2,9.13,350,84,8,0.0
9,6.22,357,158,2,0.0
10,3.76,263,44,5,15.780000000000001
9,2.76,315,35,4,27.28
8,7.08,329,10,10,76.24000000000001
6,5.52,269,55,2,0.0
3,6.83,203,76,9,0.0
8,3.58,142,88,4,0.0
19,7.92,107,32,3,100.0
14,8.31,313,165,9,0.0
2,1.58,345,125,9,0.0
7,7.65,114,164,9,0.0
10,4.95,317,119,8,0.0
18,7.93,315,95,9,0.0
19,5.95,236,60,6,33.849999999999994
3,7.32,267,30,10,11.960000000000008
18,5.76,15,95,7,0.0
17,9.73,128,129,8,0.0
0,2.51,275,48,8,0.0
14,2.43,230,48,8,19.290000000000006
17,6.06,58,108,3,0.0
3,6.92,250,156,7,0.0
19,4.89,205,175,4,0.0
16,3.31,199,154,5,0.0
6,1.3,39,85,4,0.0
8,8.85,258,6,2,100.0
3,4.3,280,56,5,0.0
5,5.07,35,23,8,32.21000000000001
12,5.36,113,25,5,68.58
11,8.53,261,146,7,0.0
1,1.63,339,156,5,0.0
16,2.8,196,64,6,1.4000000000000057
2,8.21,74,146,9,0.0
2,2.19,157,8,5,43.06999999999999
9,2.64,107,48,5,0.0
1,3.12,150,135,8,0.0
16,4.45,98,139,5,0.0
5,5.28,131,133,3,0.0
14,3.53,129,13,8,92.59
16,4.4,312,66,3,6.699999999999989
17,1.36,135,68,3,0.0
2,2.92,152,151,7,0.0
5,8.82,47,128,2,0.0
16,2.0,288,149,4,0.0
15,4.49,162,147,9,0.0
13,3.58,247,128,10,0.0
3,4.24,127,12,7,43.22
18,3.1,361,163,9,0.0
12,6.8,58,156,6,0.0
12,7.22,318,58,9,2.1599999999999966
19,8.77,70,24,6,100.0
5,7.02,171,169,5,0.0
13,7.54,74,132,5,0.0
1,9.64,154,74,7,0.0
0,5.06,193,160,6,0.0
15,9.6,289,46,7,51.30000000000001
10,2.66,80,174,9,0.0
14,9.69,33,120,3,0.0
17,3.36,350,100,4,0.0
11,8.31,139,93,8,0.0
15,2.76,84,146,6,0.0
12,8.25,63,105,10,0.0
9,2.32,203,23,9,42.459999999999994
8,4.61,298,48,6,0.0
13,5.96,3,180,6,0.0
5,5.21,64,171,9,0.0
17,3.97,144,166,3,0.0
7,8.78,249,137,4,0.0
18,9.79,49,142,1,0.0
14,3.19,31,106,1,0.0
1,7.9,152,25,2,25.700000000000003
18,2.55,190,114,1,0.0
17,4.37,109,161,4,0.0
18,1.21,301,155,7,0.0
2,7.35,81,87,8,0.0
7,1.09,250,3,8,70.27
19,9.49,303,34,2,100.0
4,2.5,33,148,6,0.0
6,6.08,318,120,7,0.0
5,5.54,246,99,1,0.0
8,6.1,301,8,9,78.8
16,5.34,154,44,8,46.02000000000001
10,7.54,190,103,8,0.0
14,8.79,286,33,8,68.37
7,7.16,329,94,2,0.0
3,4.87,356,156,7,0.0
7,6.29,72,63,7,0.0
14,2.85,304,165,1,0.0
19,9.21,281,172,6,0.0
14,7.29,133,83,3,0.0
7,8.79,340,11,3,84.87
2,4.22,321,10,3,48.16
16,2.83,297,64,1,8.990000000000009
19,5.3,73,133,9,0.0
8,3.17,264,160,7,0.0
18,4.73,327,123,4,0.0
8,3.18,363,0,6,90.54
17,7.08,218,95,7,0.0
16,5.66,53,33,7,70.47999999999999
18,7.17,197,129,7,0.0
8,5.6,65,49,4,2.799999999999997
14,8.32,75,63,5,11.460000000000008
6,7.36,154,67,10,0.0
6,1.76,140,176,6,0.0
11,5.71,178,96,5,0.0
16,8.44,153,144,2,0.0
8,4.02,212,69,1,0.0
14,7.18,172,127,7,0.0
0,6.72,249,99,6,0.0
2,5.17,52,100,8,0.0
12,6.92,324,131,5,0.0
18,2.52,212,3,2,100.0
18,2.19,195,180,9,0.0
0,5.08,335,103,6,0.0
20,5.36,315,94,4,0.0
18,2.27,151,41,2,61.81
17,8.63,29,173,4,0.0
1,8.58,129,75,2,0.0
17,6.56,159,87,2,0.0
5,9.72,266,61,1,0.0
1,6.47,321,154,7,0.0
10,3.96,352,97,10,0.0
10,5.22,259,1,2,100.0
12,6.37,126,57,3,10.610000000000014
14,6.07,206,110,7,0.0
2,4.89,53,102,6,0.0
15,3.24,232,107,9,0.0
12,4.66,362,7,10,94.98
6,6.66,97,89,3,0.0
16,9.37,337,53,10,37.110000000000014
17,4.04,321,148,1,0.0
4,4.72,139,126,3,0.0
1,7.63,58,100,10,0.0
20,1.41,361,54,10,31.22999999999999
8,7.06,346,164,5,0.0
9,2.04,35,33,9,21.620000000000005
20,3.62,271,46,8,56.860000000000014
1,1.46,270,115,5,0.0
14,3.87,303,90,7,0.0
0,3.12,321,121,9,0.0
6,7.16,44,117,1,0.0
0,1.72,20,142,9,0.0
0,3.34,148,85,8,0.0
20,8.82,32,147,2,0.0
0,4.48,215,108,6,0.0
19,3.19,283,73,2,5.569999999999993
14,8.16,238,128,8,0.0
3,5.87,310,149,4,0.0
6,6.47,323,141,5,0.0
6,9.6,254,92,7,0.0
19,5.27,354,77,3,2.3100000000000023
18,6.36,8,35,2,86.08000000000001
1,2.06,158,102,5,0.0
19,4.14,171,58,9,27.919999999999987
18,6.19,246,64,3,26.069999999999993
9,5.12,11,85,5,0.0
10,9.21,219,56,6,6.6299999999999955
3,7.99,156,147,5,0.0
18,4.95,303,102,1,0.0
0,2.01,219,175,5,0.0
12,6.51,271,108,5,0.0
1,3.14,298,85,8,0.0
13,1.2,314,105,9,0.0
13,8.52,187,112,1,0.0
13,7.98,324,132,8,0.0
6,2.44,63,29,9,15.819999999999993
6,3.88,314,69,3,0.0
7,5.17,145,13,4,68.51
10,2.73,60,36,8,24.189999999999998
20,5.54,251,151,5,0.0
10,9.77,228,35,1,57.81
18,2.67,117,37,6,65.00999999999999
5,2.66,191,42,1,0.0
11,6.86,50,137,7,0.0
17,9.03,17,30,6,93.09
9,8.76,49,82,4,0.0
6,9.28,345,149,4,0.0
13,8.51,210,128,2,0.0
3,4.08,92,66,3,0.0
16,2.99,259,177,5,0.0
18,7.0,257,101,5,0.0
5,7.46,235,18,10,46.379999999999995
7,9.46,59,40,4,27.379999999999995
15,9.9,155,167,4,0.0
3,6.17,113,95,10,0.0
0,3.6,65,90,2,0.0
4,6.5,231,47,2,0.0
5,8.64,95,145,6,0.0
18,5.52,266,108,6,0.0
19,2.17,47,11,4,100.0
19,7.24,175,176,3,0.0
1,3.95,5,71,4,0.0
12,3.82,257,72,5,0.0
16,5.07,181,132,4,0.0
18,5.82,283,80,4,0.0
0,5.65,128,1,1,63.45
11,8.94,40,123,1,0.0
1,9.96,317,43,1,0.0
10,4.18,293,171,9,0.0
12,1.81,243,106,4,0.0
19,9.13,238,56,4,54.389999999999986
10,4.74,41,58,7,0.0
4,6.85,22,70,6,0.0
11,5.59,239,46,10,14.769999999999996
9,8.71,139,138,4,0.0
19,2.08,103,158,2,0.0
3,6.27,271,5,6,64.81
6,8.9,16,51,2,1.7000000000000028
12,9.28,317,111,10,0.0
17,1.06,119,0,5,100.0
8,5.15,116,33,5,31.950000000000003
14,1.52,231,87,3,0.0
19,8.73,131,97,1,0.0
0,7.69,260,12,9,35.56999999999999
7,4.84,18,82,5,0.0
10,1.47,91,111,2,0.0
17,3.93,70,40,7,56.28999999999999
20,4.63,27,108,4,0.0
3,2.78,324,131,8,0.0
10,3.86,202,16,5,72.08
2,3.31,157,171,9,0.0
14,2.43,198,134,2,0.0
6,2.48,330,25,6,28.439999999999998
2,2.76,304,129,4,0.0
2,7.72,265,14,6,46.16
11,5.96,353,73,6,0.0
17,5.21,211,150,9,0.0
17,6.77,338,18,8,100.0
9,9.89,239,82,5,0.0
17,6.22,132,92,6,0.0
0,3.47,55,90,4,0.0
14,5.6,277,79,1,0.0
8,9.87,325,88,4,0.0
10,7.67,71,96,1,0.0
20,9.28,234,5,2,100.0
7,9.1,283,80,1,0.0
7,8.29,187,33,3,39.370000000000005
3,5.9,315,59,4,0.0
20,9.79,197,67,4,39.370000000000005
11,8.47,253,114,6,0.0
14,3.63,353,180,3,0.0
18,1.31,72,97,9,0.0
2,1.13,152,126,1,0.0
13,6.55,261,174,3,0.0
1,4.11,197,7,2,50.33
5,7.96,218,118,6,0.0
15,2.75,176,5,1,100.0
6,4.77,337,38,4,12.310000000000002
10,5.02,28,6,3,98.56
19,3.08,217,144,1,0.0
2,4.11,94,18,8,24.33
9,1.69,138,90,5,0.0
3,4.09,83,54,6,0.0
1,7.1,119,94,6,0.0
10,6.82,129,6,3,100.0
1,8.38,326,165,3,0.0
9,8.29,145,78,8,0.0
20,7.07,336,33,3,100.0
9,9.83,323,42,4,34.49000000000001
18,4.36,315,36,10,66.08000000000001
3,8.98,40,41,9,0.0
19,7.51,244,152,7,0.0
11,7.69,17,119,1,0.0
16,3.09,191,7,5,100.0
20,5.52,25,115,3,0.0
3,5.81,160,36,5,2.930000000000007
6,3.59,174,128,5,0.0
12,5.15,332,36,8,41.45
13,6.61,148,172,3,0.0
9,2.27,268,160,7,0.0
10,5.83,354,24,4,63.49000000000001
13,2.45,41,26,10,55.349999999999994
17,8.57,325,137,2,0.0
17,3.99,359,174,7,0.0
17,4.78,63,128,3,0.0
12,6.97,275,68,10,0.0
19,6.04,316,37,4,83.12
3,7.38,174,108,7,0.0
15,6.19,190,92,7,0.0
20,7.96,167,13,6,100.0
18,8.79,61,134,8,0.0
12,7.27,115,42,9,34.31
6,5.01,312,98,6,0.0
17,1.81,107,74,2,0.0
7,3.23,150,126,10,0.0
15,2.64,122,9,4,100.0
16,8.52,16,5,2,100.0
3,2.72,75,8,2,54.16
10,8.97,12,9,6,99.91
6,7.14,44,35,5,23.92
7,3.14,267,161,3,0.0
6,8.8,31,74,4,0.0
19,3.55,265,165,8,0.0
6,3.28,140,31,8,15.840000000000003
11,5.02,249,119,10,0.0
15,4.17,257,31,1,74.00999999999999
0,5.12,29,84,9,0.0
17,4.44,146,23,5,94.82
18,1.32,155,77,4,0.0
14,7.2,23,14,9,100.0
20,8.72,243,77,9,8.659999999999997
10,5.69,179,86,6,0.0
9,3.85,276,109,4,0.0
15,1.74,214,100,9,0.0
9,5.48,150,155,6,0.0
15,2.87,289,88,1,0.0
8,7.13,207,176,8,0.0
10,5.93,162,27,10,48.78999999999999
6,8.8,183,169,7,0.0
19,5.42,166,127,9,0.0
3,7.23,167,169,5,0.0
14,1.36,263,131,5,0.0
19,5.6,270,27,5,100.0
2,6.27,201,174,2,0.0
16,2.33,12,93,1,0.0
19,5.11,65,151,2,0.0
2,8.67,323,168,4,0.0
16,4.77,293,7,2,100.0
15,8.1,206,85,5,0.0
19,7.14,340,170,10,0.0
9,4.64,217,17,10,59.92
7,2.51,116,103,8,0.0
19,7.77,111,97,6,0.0
9,8.84,354,18,7,75.02
16,2.17,255,47,1,41.00999999999999
5,6.67,31,175,7,0.0
1,1.27,24,136,2,0.0
15,4.4,38,18,7,91.69999999999999
14,3.91,265,46,5,32.22999999999999
17,7.68,97,7,7,100.0
19,8.14,71,64,4,35.420000000000016
11,9.83,105,125,9,0.0
3,1.34,231,136,10,0.0
17,1.18,45,51,7,26.039999999999992
6,7.75,358,122,1,0.0
12,3.85,114,60,9,0.0
12,7.22,209,139,1,0.0
12,5.31,215,82,4,0.0
4,4.75,267,43,6,0.0
20,5.0,352,99,2,0.0
13,4.9,69,82,1,0.0
9,3.52,294,57,4,0.0
0,7.45,176,126,6,0.0
3,8.48,239,47,6,0.0
14,8.33,72,51,9,29.49000000000001
17,9.69,30,36,2,89.07
2,4.24,177,130,10,0.0
2,3.31,178,30,6,0.9300000000000068
11,6.01,69,179,10,0.0
17,3.4,318,147,1,0.0
16,6.5,282,123,1,0.0
18,8.8,314,13,6,100.0
17,9.27,198,135,9,0.0
5,1.23,244,13,8,40.69
14,3.83,358,155,1,0.0
8,2.29,41,117,8,0.0
10,4.86,364,110,10,0.0
14,9.99,191,85,3,0.0
6,9.46,81,53,2,0.0
7,9.74,112,68,2,0.0
3,8.22,310,100,3,0.0
13,4.68,206,2,2,100.0
8,3.45,178,88,3,0.0
16,7.02,252,101,9,0.0
18,8.4,55,156,8,0.0
14,1.01,18,62,6,0.0
17,6.61,316,36,7,72.33000000000001
0,5.83,9,122,10,0.0
5,8.79,262,12,4,71.37
18,5.52,241,87,7,0.0
7,5.83,176,7,1,86.99000000000001
11,6.6,134,17,7,80.3
0,7.0,255,51,5,0.0
12,3.63,75,122,7,0.0
5,7.61,50,50,9,0.0
3,9.69,192,49,4,0.0
13,8.37,217,50,3,35.610000000000014
6,2.18,240,52,8,0.0
20,4.82,107,49,9,52.96000000000001
4,1.75,128,70,8,0.0
12,4.53,360,65,5,0.0
19,8.54,206,115,5,0.0
20,5.32,152,87,6,0.0
0,9.72,72,110,7,0.0
0,5.5,309,57,3,0.0
11,7.25,147,149,2,0.0
12,9.77,355,168,7,0.0
3,6.55,330,29,8,14.650000000000006
17,7.67,363,150,3,0.0
8,8.38,192,66,4,0.0
11,3.3,137,135,9,0.0
20,5.18,57,159,6,0.0
19,1.54,200,155,7,0.0
15,2.77,243,9,9,100.0
14,5.87,173,114,8,0.0
18,1.31,194,99,5,0.0
18,8.39,131,46,8,61.170000000000016
12,6.27,132,131,5,0.0
11,4.17,316,114,3,0.0
10,7.09,68,10,2,98.27
15,7.82,43,64,9,6.960000000000008
16,6.25,31,89,5,0.0
6,7.11,100,140,2,0.0
17,3.91,25,134,10,0.0
18,1.78,69,13,1,100.0
11,5.68,245,122,5,0.0
10,8.37,307,73,9,0.0
15,1.72,199,14,6,93.16
10,4.39,128,108,6,0.0
17,3.97,66,77,3,0.0
15,2.5,19,165,7,0.0
8,1.75,324,140,9,0.0
1,9.71,257,141,1,0.0
15,4.79,34,21,10,82.37
7,4.51,204,34,8,18.53
11,3.24,137,166,7,0.0
6,2.86,323,6,10,61.58
17,4.09,161,110,8,0.0
19,3.82,55,14,1,100.0
10,2.99,276,37,9,21.47
12,7.53,245,23,8,74.59
11,2.15,299,138,1,0.0
12,5.91,202,22,4,77.73
1,3.48,42,52,2,0.0
6,4.33,110,134,10,0.0
10,8.02,226,51,10,7.060000000000002
4,7.34,261,130,1,0.0
8,7.23,126,161,4,0.0
16,5.95,115,56,5,28.349999999999994
7,4.96,322,92,10,0.0
16,6.58,228,95,3,0.0
9,8.75,317,105,5,0.0
0,6.97,99,73,1,0.0
10,3.33,211,168,10,0.0
1,2.76,182,10,3,38.78
19,6.51,343,20,6,100.0
19,6.37,303,139,10,0.0
11,7.66,42,111,6,0.0
10,9.56,268,19,1,89.18
0,6.62,189,40,2,0.0
0,6.98,4,153,10,0.0
9,8.9,201,134,7,0.0
1,4.36,36,31,1,4.579999999999998
12,9.45,170,116,5,0.0
6,3.37,250,172,10,0.0
0,8.3,261,44,6,0.0
15,4.94,2,37,10,50.81999999999999
13,7.51,155,132,4,0.0
18,1.05,203,29,10,70.15
8,4.18,324,118,2,0.0
4,7.54,21,78,1,0.0
4,3.88,128,55,9,0.0
19,1.92,297,81,1,0.0
3,3.35,323,73,2,0.0
16,1.64,363,170,6,0.0
6,7.79,142,33,8,25.370000000000005
8,9.71,28,165,5,0.0
12,5.34,289,130,9,0.0
17,3.03,109,139,8,0.0
18,7.49,165,94,5,0.0
9,9.88,160,72,3,0.0
10,9.81,332,26,3,72.93
9,9.15,316,180,8,0.0
10,9.73,31,35,4,53.19
11,1.75,217,45,2,17.25
10,7.8,59,73,3,0.0
19,4.84,65,54,6,42.52000000000001
2,4.01,190,59,7,0.0
20,8.5,4,145,6,0.0
9,7.08,141,122,9,0.0
19,5.42,5,99,10,0.0
17,7.02,136,139,9,0.0
19,4.42,183,84,5,0.0
11,2.01,17,124,2,0.0
0,4.64,138,132,7,0.0
8,4.71,77,27,1,48.629999999999995
19,6.11,261,159,4,0.0
18,5.07,26,139,10,0.0
16,8.0,338,113,2,0.0
8,2.63,221,146,7,0.0
14,4.99,5,82,6,0.0
10,5.1,284,142,5,0.0
3,8.97,281,121,7,0.0
20,4.08,325,112,1,0.0
11,5.61,23,22,6,68.83
5,8.58,294,33,4,28.74000000000001
1,3.82,140,127,2,0.0
12,5.2,364,161,10,0.0
13,3.76,201,142,10,0.0
18,7.4,265,3,2,100.0
9,9.55,25,13,6,88.65
3,5.47,300,179,5,0.0
3,3.8,83,0,1,74.9
10,8.99,360,39,8,36.97
16,5.79,347,6,5,100.0
4,7.24,117,12,2,64.72
14,8.63,304,74,7,0.0
3,6.54,185,166,5,0.0
13,7.18,77,108,5,0.0
8,7.36,8,71,9,0.0
20,1.96,32,40,6,66.88
17,3.31,195,160,7,0.0
16,9.59,105,36,6,77.77000000000001
15,9.12,124,143,6,0.0
16,8.94,87,53,5,43.31999999999999
13,4.11,251,140,2,0.0
16,3.46,249,162,9,0.0
6,2.97,223,93,5,0.0
4,2.56,57,83,3,0.0
13,8.56,185,142,5,0.0
12,4.41,149,79,9,0.0
2,7.99,341,117,4,0.0
5,9.81,108,175,2,0.0
14,7.42,215,58,6,17.25999999999999
0,2.77,161,44,9,0.0
11,2.72,349,51,2,8.159999999999997
11,2.06,210,97,5,0.0
7,1.16,191,105,1,0.0
14,9.97,152,138,10,0.0
0,6.58,136,54,8,0.0
18,7.63,294,72,8,6.889999999999986
19,9.46,58,161,3,0.0
19,5.22,356,79,1,1.1599999999999966
17,4.82,347,7,6,100.0
6,7.52,358,29,9,31.060000000000002
6,6.73,300,38,7,13.689999999999998
6,5.51,134,123,1,0.0
15,2.69,257,158,10,0.0
5,6.63,332,109,8,0.0
3,5.74,6,175,7,0.0
14,2.56,290,89,4,0.0
11,7.91,106,150,9,0.0
5,9.41,156,125,3,0.0
17,9.5,289,9,5,100.0
10,1.17,82,40,9,10.010000000000005
19,9.69,358,13,3,100.0
4,4.95,14,148,5,0.0
12,1.54,83,172,6,0.0
10,6.85,320,170,10,0.0
5,7.38,169,65,8,0.0
0,7.3,122,137,4,0.0
5,2.24,344,94,4,0.0
3,2.71,338,142,6,0.0
9,2.67,350,30,4,37.010000000000005
16,2.7,232,130,5,0.0
8,5.55,363,159,9,0.0
